1/1	Great. Now can speed up the vaccinations, please. I’d like one before 2024
1/0	Guess what China did on December 1 2020? Yes, they initiated their MANDATORY adult vaccination law. I have to say, that's interesting timing. Did anybody see anything odd happening after that?
0/0	Guess who's not taking it? ME!
0/0	Guess who’s not taking it??? ME
1/1	Guess who’s taking it??? ME!!!!
1/1	Guys I canâ€™t thank you enough, I didnâ€™t know it was just a little peace of the virus. ðŸ¦  Now I feel saver to get it. ðŸ‘ðŸ» stay safe who guys.
1/1	Guys I can’t thank you enough, I didn’t know it was just a little peace of the virus. Now I feel saver to get it.
0/0/0	Guys bbc. Cnn. Nbc. Any main stream media is operated by the same rulers that enslave us! No real info will ever come from these. Why would this doctor be removed from youtube if it were false. Its not false. We should not allow ourselves to take this bs vaccine
1/-1	Guys the whole planet is peer reviewing these mrna vaccines right now under micrsopes these are very easy and cheap vaccines to produce
1/1	Guys you only have 1 job to save world! Take the vaccine and end this disease.
0/0	Guys. Don't take the vaccines. I'm sorry but these people can't even create jobs now they have something that may save your life?????
0/0	HA, you forgot death, watch a REAL news channel, here you'll find real side affects that they wont tell you on the BBC
0/0	HELL NO I WOULD NOT TAKE IT
0/0	HELL NO...I would rather DIE before I take that nasty deadly vaccine...Don't you people know that vaccines were never ever intended for humans? Vaccines were for animals only, but that's how they think of us, as ANIMALS, we are their animals...go deep into research and find out for yourselves what vaccines are really all about. If you feed your body the right foods you won't need a nasty vaccine...oregano oil, black seed oil, zinc, iodine, krill oil, Molasses, cinnamon etc etc...these are the things our body needs, along with lots of fruits and vegetables...with them our body lacks nothing...I take them every day.....they strengthen your immune system as well as repair any ailments in the body...I was on doctor's prescribed poison for years, I stopped taking them and started taking the above mentioned oils and foods, now I feel so much better, no side effects at all....There's absolutely NO NEED for vaccines, To hell with the nasty deadly vaccines
1/1	HIV's RNA knows how to elude and destroy the immune system (antiretrovirals are miracle drugs that prevent this destruction, but not the eluding). Moderna's mRNA will teach the immune system to ACT UP, FIGHT BACK, FIGHT COVID! /end
1/1	HOORAY! Had the phone call and COVID vaccination booked for weekend! Hope I'm not still snowed in by then! Keeps blowing a blizzard, then sun.
0/0	HOW COME persons took the vaccine and had very bad reactions? A lady said she lost all control of her body after taking the vaccine
1/1	HOW are we supposed to deal with the fckin virus if we dont get vaccinated???
1/1	Ha if you only knew how effective vaccines really are. The mom kissing her son made me want to cry. she can kiss her son again
1/1	Had Trudeau done this last May instead of pandering to the likes of Chi*a we would have our own vaccines by now and able to sell or give to other countries.
1/1	Had about 36 hours of chills, myalgia and fatigue that improved with rest and ibuprofen. I was able to work a full day afterwards. Please get the vaccine if you qualify or when you are offered the vaccine.
1/1	Had covid-19 and going to get the shot asap.
1/1	Had first shot of Moderna today. No side effects except (as you can tell from the third picture) my new winter coat evaporated.
1/1	Had it Tuesday. I felt fine until the next morning, woke up with crazy sore muscles and my vaccination arm was nearly useless. Today I feel fine, site is a bit sore.
1/1	Had it Tuesday. I felt fine until the next morning, woke up with crazy sore muscles and my vaccination arm was nearly useless. Today I feel fine, site is a bit sore. Since I treat COVID patients three days a week, totally worth i
1/1/1/1/1	Had it Tuesday. I felt fine until the next morning, woke up with crazy sore muscles and my vaccination arm was nearly useless. Today I feel fine, site is a bit sore. Since I treat COVID patients three days a week, totally worth it.
1/1	Had mine a couple of days ago, no reaction at all, my neighbour had his two hours before me and had mild 'flu symptoms for a day or so, Astra-Zeneca.
1/1	Had mine last Thursday, my first dose, so pleased and happy for the reaction on the Friday
1/1	Had mine today too, feel like its a first step to a new normal
1/1	Had my 1st covid-19 vaccine today. I feel fine aswell. #CovidVaccines #COVIDVaccination
1/1	Had my 2nd dose on Friday. Nothing, no fatigue, no aching, no fever.
1/1	Had my first #CovidVaccine jab today, the Pfizer version, feeling great and no side effects at all
1/1	Had my first COVID Vaccine after placement today ... very grateful
1/1	Had my first covid vaccine yesterday.
1/1	Had my first dose a few weeks ago. Hopefully 2nd dose soon.
1/1	Had my first dose of the Oxford/AstraZeneca vaccine this morning. Really well organised by my GP surgery and didn’t feel a thing with the jab. I’m currently about 2 hours out and l no side effects this far. I’ll update this if/when I get any.
1/1	Had my first shot yesterday absolutely no side effects ..the 2 shingles vaccines I got last febuary were much worse I definitely had reactions too those ..covid one was a breeze
1/1	Had my vaccine 2 weeks ago also had a test on Sunday it came back negative
1	Had my vaccine on 12/29/20...never felt anything to report accept for a sore arm at injection site.
1/1	Had the Covid vaccine staff were brilliant.
1/1	Had the covid vaccine on Saturday and so far I've had the general side effects: chills, fatigue, headaches and nausea. But I'm still glad I got it and grateful to the NHS staff for doing such a great job!
0/-1	Haha! “Your gambling if you don’t vaccinate.” My response: your gambling with much greater odds of harming your child if you do vaccinate!
0/0	Haha, no poison oops I mean vaccine for me.
1/-1	Hallelujah! Finally.
0/0	Hank Aaron took the vaccine to show the black community it's safe, dies 17 days later after second dose.
0/0	Hank Aaron's tragic death is part of a wave of suspicious deaths among elderly closely following administration of #COVID #vaccines. He received the #Moderna vaccine on Jan. 5 to inspire other Black Americans to get the vaccine. #TheDefender
1/1	Happy Friday everyone. Good news related to most recent nursing home covid data. Cases and deaths are continuing to trend down. Some of the most recent decline may relate to early vaccine efforts in certain states.
1/1	Happy and grateful to have gotten 2 shots.
1/1	Happy news tq u sir upload more news about vaccine
1/1	Happy that companies are working together to get these vaccines out safely
1/1	Happy to receive #COVID #vaccine #2 today! Thank you to the volunteer staff
1/1	Happy to see Germany contributing to stop this horrific pandemic, go biontech!
1/1	Happy you were able to be vaccinated! I am immunodeficient and don't have a spleen and am signed up and waiting!
1/1	Hard to believe but I'm actually excited about this this means that vaccines might be starting to be made the right way now
1/1	Has anyone been hospitalised or died from Covid after taking the AZN vaccine, either from the trials or since approval? If the answer is No, then the statistic as it stands is correct. If the answer is Yes, please share the link that disproves this.
0/0	Has anyone yet mentioned these are not really vaccines, rather they supposedly minimise the effects of COVID if you get it. There is no evidence that if you're vaccinated you don't pass on the disease as supposedly asymptomatic people do. Oh well...
0/0	Has he had the vaccine 💉? He can have mine for free!
0/0	Has the vaccine been tested on pregnant women because the timeline suggests it has not
0/0	Has there been enough testing?
0/0	Has there been enough time to test the side effects?? All this is evil.
0/0	Hate the war on drugs, not the people using them. Prohibition hasn’t prevented drugs from entering the country or people from using them. It’s actually created more dangerous drugs, overdose, addiction and stigma. The war on drugs isn’t ending harms, it’s causing them!
1/1	Have people seen how one mutation, eg the one in England, can affect the population? We need vaccinenation to stop this!
1	Have people seen the caos at the hospitals? All of this can be stopped with vaccination
1/1	Have the anti-Vaxxers lost their way to this video? Don't see a lot of down votes. I understand some people are allergic to science and make up any anecdote and conspiracy to deny it.
1/1	Have the life saving vaccine or stay inside forever so you don't potentially infect or kill others . Vaccine equals freedom.
0/-1	Have you been getting any desire to eat brains or has your temperature plummeted recently?
0/0	Have you ever seen a vaccine pushed like this for an illness that has a greater than 99% survival rate? What could this really be about?
1/1	Haven't our nurses been through enough?
0/-1	Haven’t gotten the vaccine yet, but I did get accepted into a Covid community research study. The biggest side effect I’ve noticed so far is smugness that lingers for several days.
1/1	Having a vaccine that is somewhat effective is better than no vaccine at all
1/1	Having had COVID-19 March during the first wave I’ll happily have the vaccine please
0/0	He didn’t mention all the ingredients.. it’s not just water, sugar and fat.. Lies
0/0	He don’t even vaccinated his kids, why is he giving this poison? Oh I forgot it’s all about population.
0/0	He even says ...’acts just like our immune system...’ WE ALREADY HAVE AN IMMUNE SYSTEM, so WHY would we need dirty gates mRNA vaccines , we don’t, NOT required
0/0	He forgets to mention all the animals they tested it on died
0/-1	He has no symptoms but everyone else has so many weird side affects that are unexplained.
0/-1	He said protect you against sars cov 2?
0/0	He said the vaccine is safe but doesn't care in Norway or other countries people died from the vaccine.
0/0	He said we need to trust the vaccine lol coz we can't trust anything they have said so far . Keep your vaccine
1/1	He's lucky to have his vaccine, I'm at risk, I'm 59 years old and I don't have a vaccine, bravo!!!!
0/0	He's not the ony one to die. I will never get that vaccine !
1/1	Heads up, naysayers: the vaccine is working. Hope at last!
0/0	Health cannot be injected.
0/0	Health care worker dies after second dose of #COVID #vaccine.
1/1	Health care worker here. Words can't describe how happy I am! This is one of the greatest scientific achievements of the century and I can't wait to get the vaccine once it comes out!
1/1	Health doesn’t come in the form of a vaccine. It literally does though?
1/1	HealthAccessTp explains no shortcuts were taken to approve #CovidVaccines. Pfizer & Moderna trials had proper sample sizes of 30,000 individuals each. Side effects were properly monitored for 60-days during the trial period. Millions have now been vaccinated, let's celebrate.
0/0	Healthcare workers know better than anyone the truth about the virus, they don’t see a dire need for a vaccine.
0/0	Hearing that the person got Transverse myelitis and paralysis of hands and feet. It would not be the first time that these type of sars vaccine had that side effect. We have to wait
0/0	Heartbreaking. 23 people died within days of 1st Pfizer dose. 13 deaths due to common reactions, incl. fever/nausea, “may have contributed to fatal outcome in some frail patients".
0/0	Heck No!!!!!
0/0	Heck No!!!!! I dont trust that vaccine
0/0/0	Heck no you should not get it. It is full of harmful chemicals. This has all been planned to get chemicals into us. They want to destroy our bodies.
0/0/0	Heeeeell no don’t take it lol
0/0	Heeeeell no don’t take it lol👁
1/1	Held off until I fully recovered from COVID, but I got my 1st dose of the vaccine today!!!
0/0	Hell NO !
0/0	Hell na I'm no test subject for your "vaccine" your not sure about that will truly work with out messing up my health I'll rather die then be a lab rat for your experiments flock that sht
0/0	Hell naw the government play to many Games with our lives.. I'm not taking it. 😠
0/0	Hell naw, doctors and nurses have already died taking the vaccine. I’ll stick to social distancing and boosting my immune system. No no and no
0/0	Hell no ! ! !
0/0	Hell no .They couldn't pay me to take it.
0/0	Hell no. It's unsafe and only reduces systems.
0/0	Hell yes! Since the WHO declared war on anyone who wants freedom to decide what goes into their family's bodies this has become more important than ever. Thank you for giving us a voice!
1/1	Hello I hope the vaccine will work all over the UK
1/1	Hello everyone am from airzona am thinking of getting the vaccine should i get it or not am kinda nervous 😶 has anybody gotten it yet what the symptoms
1/1	Hello! I was waiting for you information on this vaccine. Thank you, always appreciate the science and research that you convey in your videos. Greetings from South Florida....
0/0	Hells NO!!!!
0/0	Hells NO!!!! I aint taking no shot
0/0	Hence the adverse reactions. Everyoneâ€™s genetic make up differs. This nano tech can deduce each one. I think not. Common sense
1/1	Her being against vaccines because she had a bad reaction, is like someone say is against exercise and is bad for you, because she sprained her ankle once.
1/1	Herd immunity for the win
0/1	Herd immunity is great if it's through vaccines. Herd immunity without immunisation is just letting everyone get infected. Literally no rational person can find logic in that.
1/0	Herd immunity is our way out of this crisis!
1/-1	Here in Bosnia I had already seen several cases of rheumatic fever and a case we thought was miliary tuberculosis, diseases now rare in America. It was sobering to think that the mundane process of vaccinating these children might ultimately save more lives than any UN-brokered peace treaty.
1/0	Here in Brexitland we need a vaccine against the far-right taking over. Then we can ditch brexit and get back some humanity instead of all this populist 'euro-hate'.
0/0	Here is how this pandemic of corona virus works: 1- medical billionaires with scientist create a virus in labs 2- they release the virus 3- they make a vaccine 4- they urge gov to sell the vaccine 5- they make billions by making everyone get a vaccine
0/0/0	Here's the reason I'll refuse to take it, and it didn't dawn on me until just last night: How were we able to come up with a vaccine for a brand new disease in 9 months, yet scientists have been trying to centuries (and still haven't succeeded) to find a cure for cancer?
0/0	Here's the reasons I'll never get the vaccine. 1) c19 data isn't scary 2)I don't trust big pharma and their paid Scientists. Especially when they, big tech and the media ban other Scientists from speaking 3) The constant lies from corrupt Scientists and politicians 4)I'm not 75 with heart and lung issues. Cheers
0/0	Heresy in 21 century. One cannot ask questions about pfizer vaccine. It actually says a lot. A silence louder than words....
1/1	Here’s to all the morons that think that COVID is a hoax 👏 Why is it so damn hard to just follow the rules? Wear a mask, social distance. Let’s stop the spread and hope that 2021 is much better than 2020.
0/-1	Hes actually an ai
0/0	Hesitant ? As they should be.
0/0	Hesitant?I'm down right terrified
1/1	Hey COVID19, we will bid you goodbye soon.
1/1	Hey everyone, I'm gonna take the vaccine 😘
1/1	Hey everyone, let's all laugh at the antivax boomers in the comments who are disliking the video! Laugh at the clowns!
0/0	Hey guys, I'm new here. Is it a joke or physological test made by government or people are actually stupid enough to believe this "science"?
1/1	Hey so I decided to get the COVID vaccine yesterday I’m okay my arm is a little sore but it will go away but I feel great with no side effects
1/-1	He’s been anti mass vaccination from the start of people getting vaccinated for this. Every blip he sees that possibly supports his position immediately goes to his feed. I stopped following because it became too much. Like the boy who cried bad vaccines.
0/-1	He’s probably getting a placebo- anyway why should we be coerced by media personalities?
1/-1	Hi Dr. Cellini! Thank you for that info.
1/1	Hi Im Jalen and I worked a six hour shift with adverse side effects of the covid vaccine
1/1	Hi WHO thanks for your Important information about Vaccination of Covid 19.
1/1	Hi y’all! I personally received the vaccine and I made a video about my day and my experience! If this is something that y’all are interested in come check it out and subscribe for updates!
1/1	Hi! COVID ICU nurse here! Thank you so much for making this video, it is so important to address all the absolute ridiculous misinformation out there. Had my second dose of Pfizer over a week ago, felt a little flu-like for 24 hours, and since then I’ve been 100% fine. I am so thankful to have been able to be vaccinated and hope once it is available to the general public they will be grateful too
1/1	Hi, this video is amazing (going to use it to explain vaccines to my mom). I would just appreciate it if you could write an update in the bio or something? Like which types of vaccines are the new covid vaccines and the thing I am most interested in is: what are the dangers!? I don't feel like any videos highlight the dangers of each? (I want to reassure my mom that we will not die/ become autistic lol).
0/0	High amount of vit. C, Zinc and Vit. D. And you'll be fine.
1/-1	Highly specific delivery of antigens to target cells and high expression of antigen after vaccination
0/0	Historical or not, the use of cells from a baby that was murdered is immoral.
1/1	Historically the vast majority of the vaccines have help the humanity, why do so many have trust issues?
1/1	History in the making - vaccinated and it feels so good!
1/1	History shows doctor the vaccines do work vaccines do wipe out pandemics ignore the haters.
0/0	Hmmm 99.7 % Survival rate 80 % asymptomatic roughly a 30% initial herd immunity for corona. Why the vaccine and why the rush?
0/0	Hmmm let me see Covid 19 , 99.95 survival rate no vaccine for me
0/0	Hmmmm.......yeah ,it’s going to be a hard no on that one Chief.
0/0	Honestly I’m very worried about This vaccine. We were rushing to make this vaccine and it was ready in less then a year which is too fast and we should have waited more to see the after affect of the vaccine.
0/0	Honestly, I prefer to get COVID-19 again. Those were my covid symptoms for one day. Looks like the vaccine is worse than the virus itself
0	Honestly, I'd rather risk getting the virus and building my own antibodies.
0/0	Honestly, I'd rather risk getting the virus and building my own antibodies. Humans aren't guinea pigs and regardless of what you say here, plenty of bad side effects have been reported.
0/0	Honestly, I'd rather risk getting the virus and building my own antibodies. So many side affects of the vaccine
1/1	Honestly, been waiting for this vaccine since freaking March, when we all got shut down
1/-1	Honestly, i understand the anti vaccines side, but saying that these vaccines are unsafe is not true, its safe depending on if you have a certain reaction to them, or not. And if you are safe but still dont use them because of this reason... It doesnt make any sense since you're not affected.
1/1	Honestly, just make it required for everything. The government requiring it where they can, and insurers making everyone else require it.
1/1/1/1/1/1/1/1	Honestly, when the Coronavirus vaccine becomes available I’m going to be so happy. The disease killed my grandfather and if I can stop another family from going through the same pain then I’m down.
1/1	Hope all people get it fast so we are done with this bshit pandemic..
1/-1	Hope everyone gets it
1/1	Hope has arrived! Grateful to get the COVID-19 vaccine this morning. Having witnessed so much suffering these last 9 months, I’m doing this as much for my patients, family and community as myself.
1/1	Hope soon, it will be in market
0/0	Hope the elderly UK Royal Family don't develop adverse reactions. They were probably given placebos, the risk being too great.
1/1	Hope the haters do not get vaccinated nor crowd the hospitals and deprived others from getting it
1/1	Hope the haters do not get vaccinated nor crowd the hospitals and deprived others from getting it.
1/1	Hope the vaccine is "free for all" living citizens of planet Earth? If UNICEF needs helping hands call me.
1/1	Hope this is still up in October. I will post when I can get the vaccine. Am waiting!
1/1	Hope this is the end of it. Waiting for the jab!!
1/1	Hope this vaccine will comes into Malaysia. We need it too. Many are dying and many had died, yet many are still struggling. Please, consider some quantities for Malaysia.
1/1	Hope we all get it soon.
1/1	Hope we can get this vaccine soon. We need to establish herd immunity to stop this pandemic!
1/1	Hopefully FUNDING made the vaccine production faster. Isn’t it amazing what science can do when it has money? Let's take it then!
1/1	Hopefully I don't catch covid and die before I get one!
1/0	Hopefully things can ramp up by March, otherwise this is gonna drag on through most of the year there.
1/1	Hopefully this vaccine works, I’m ready to get back to normal!
1	Hopefully this will be the beginning of the end
1/1	Hopefully this will help get everyone especially the elderly and nurses vaccinated soon.
1/1	Hoping for pfizers vaccine, but I'm happy to take any of them
1/1	Hoping it's the game changer everyone needs.
1/1	Hoping praying this vaccine works and we go back to normal
1/1	Hoping we will end this soon with those vaccines..
1/1	Horrifying to see all anti-vaxxers, we need to be positive to the vaccine in order to get back our normal.
1/1	Hospitals should require it. Refuse? Fired.
0/0	How about NO!
0/0	How about NO! never am I going to that vaccine
0/0	How about all that have died from the vaccine ? In Norway elderly home some 23 people died. Its not safe. Better to get covid 19 and take medication for it. Evermectin or hydroclorocine.
0/-1	How about all the elderlys that died.
0/0	How about deaths in Norway? This is just the beginning
1	How about getting some vaccines into the state as well?
0/0	How about inside the lab that created covid-19
0/0	How about posting my middle finger to the covid scamdemic and the poisonous, experimental and completly unnecessary vaccines that will never ever enter me or my family's body?
0/0	How about posting my middle finger to the covid scamdemic and the poisonous, experimental and completly unnecessary vaccines that will never ever enter me or my family's body? It looks like this
0/0	How about posting my middle finger to the covid scamdemic and the poisonous, experimental and completly unnecessary vaccines that will never ever enter me or my family's body? It looks like this 🖕🖕🖕🖕🖕
1/0	How about starting TREATING COVID AND SAVING LIVES? What about ivermectin, favipiravir and regeneron? It’s been almost one year since the epidemic started and the doctors know how to treat it, they just don’t allow them to do it...
0/0	How about telling us how many died from this vaccine
0/-1	How about the deaths in Norway after vaccine?
1/1	How about we actually get a vaccine before we start worrying about what yahoos won’t take it.
1/1	How are we supposed to go to the gym without the vaccine?
0/0	How are you can trust scientist if Pfizer producer of vaccines paid €3 billion for Medling and hiding the fact?
0/0/0	How can I feel secure if the government signed a full disclaimers for vaccine manufacturers in case of side effects??
0/0	How can anyone believe anything when this is a gene therapy shot not a vaccine. Wake up world.
1/1	How can anyone refuse to accept the vaccine? The vaccines have been approved. I and my family wait anxiously for our turn
0/0	How can it possibly be Safe and Effective when the Manufacturers of these Vaccines have "Zero Liability" if Sued for Vaccine Damage or Death.?? NO QUALITY CONTROL.!!
1/1	How can people really believe that a vaccine can change the DNA?
0/0	How can there be any scientific evidence when the information is controlled and taken down? The science we know is their science, one way road. Let us hear the two sides of the story and let people judge for themselves. We have brains. Let us think.
0/-1	How can they find a vaccine for this, but not for cancer or aids etc. And also so quickly?!?!
0/0/0/0/0	How can they find a vaccine for this, but not for cancer or aids etc. And also so quickly?!?! Makes me question everything
0/0	How can u speak for 7 billion people? I bet only the 75% brainwashed will get the vaccine! And have a look how many have been killed thanks to the vaccine!
0/0	How can we compare these mRNA/DNA vaccines to traditional ones when it comes to long term effects, these vaccines are the first of their kind.
1/1	How can you be so stupid to not take the vaccine, literally billions of dollars has been funded for it
0/0	How can you make a vaccine from a virus that has never been isolated? The CDC itself does NOT even have a sample of the isolated virus. Just asking...
0/0	How can you say it's "SO MUCH better than getting Covid"? The vast majority of people who've had the virus had no symptoms whatsover.
0/0	How can you trust a newly developed vaccine? Politicians first, thanks.
0/0	How come are all the deaths or injuries caused by vaccines swept under the carpet? Is there not a civilized way of dealing with the problem? All vaccinations should be voluntary and you would not blame anybody for fatalities.
0/0	How did Bill Gates determine that the vaccine has no permanent side effects? Isn't that the point of long-term studies?
0/0	How do you tell it's really a vaccine instead of saline or something?
0/0	How does it make sense to vaccinate people with a drug that doesn't cure the virus? Its just like the flu shot is not a cure.
0/0	How does the COVID-19 vaccine work? Is it safe? Do you still need to wear a mask after you get vaccinated? All lies!
0/0	How does the Telecommunications and Network has to do with Corona?,We are not stupids we know you want to mobilise the whole world under a massive secret surveillance ,You use Corona as an excuse of executing your Diabolic devilish plans for the approaching Armageddon battle
0/0	How does the vaccine effect folks like me with MS and a hyper immune system? I'm concerned about anything that boosts the immune system.
0/-1	How does this guy know there's no harm from taking the vaccine ?
0/0	How foolish do y'all think we are !!!???
0/-1	How long before the side effects of the COVID vaccine can be seen
0/-1	How long does the immunity last? : Dont know. How long will it take to distribute to all the people who needs it?: Dont know. Will i get one?: Dont know
0/0	How many has the vaccine killed now ?
0/0	How many more people need to be killed or maimed before we stop saying this thing is "safe"??..
0/0	How many more people will you kill with your so called vaccine?!
0/0	How many people will die from the Vaccine but not reported to the public...or already dying. This stinks of a plot
0/0	How many people will die from the Vaccine but not reported to the public...or already dying. This stinks of a plot!
1/1	How many times do you need to be told that fast doesn't mean hasty? Every single step that any other vaccine goes through, will happen to this vaccine as well.
0/0	How many will be killed by the vaccine 💉🩸💀☠️🐑🥼
0/-1	How much did Pfizer put in the ad?
0/0/0	How much mercury, aluminum, aborted fetal cells, formaldehyde, polysorbate 80, and MSG will be in the covid vaccine?
1/1	How much vaccine the government currently has should be irrelevant to the calculation. We are going to need a whole lot more vaccine than the government currently has.
0/0	How naive the world is, this isn’t a vaccine, it just takes us to the hell
0/0/-1	How on Earth most medical "professionals" can call all of these cases a coincidence is beyond me! It's a level of delusional I can't imagine.
0/0/0/0	How safe is it? not safe enough for me to take.
0/0	How scary is that. Multiple vaccines with no guarantee that you won't mutate into some kind of weird creature and you'll still have to be tracked. This is truly a declaration of war.
0/0	How the hell this vaccine was allowed to roll out this fast is incredible.
0/0	How they can come up with vaccines faster then the making of face mask???
0/-1	How they fight the new mutant variants you have no idea!!
0/0	How this whole situation has been handled doesn't lead me to have the most faith.
0/0	How vaccines work? Sure, ... inject you with toxins that hurt you, and make you part of the list of people who may die from this covid that is searching for the right person?
0/0	How was it tested in a large scale against the new variants ;; you told us that they haven’t been around for long , I trust my immune system , Thanks 🙏
0/0/0/0/0/0	How will life saving blood transfusions affect those who receive blood from a vaccinated person? I'm not sold on M-RNA, we do not know long term effects on how it will affect our DNA. It's irresponsible not to question this. I'll take my chances on natural immunity.
0/0	How would you ever know if a Covid-19 vaccine works or not when there are no symptoms or harmful effects from contracting it?
1/1	Huge sense of relief for the whole family by vaccine
1/1	Huge thank you to all involved in vaccine development and deployment- my partner Caroline has her first dose, wonderful team at St James Portsmouth
1/1	Huh...we actually use a'lot of medications from Pfizer at our closed door, private pharmacy. Politics aside, I hope this is the first step to normalcy. I just want to go back to Disneyland and want Comic-Con and Wrestlemania back.
1/1	Humanity has always benefited from new technology, mRNA vaccines is new technology. New things always scare some people but the pros far outweigh the cons
0/0	Hundreds have died from taking the vaccine
1/1	Hundreds of thousands are dead. Just because the majority aren’t dead doesn’t stop it from being a big deal. A majority of Americans weren’t killed on 9/11, for example.
1/1	Hurry up
1/1	Hurry up ! I might get covid !!
1/1	Husband getting Moderna tomorrow:)
0/0	Hydroxy, works fine. A bogus vaccine for a bogus Covid. The sheeple are incredibly misinformed. Just try to sick me. And for the sheeple, bah bah bah bah bah
1/1	I (38) just got vaccinated (1 shot) in Jerusalem.
1	I AM VACCINATED!
1/1	I AM a person living w/ cancer. I WILL advocate for those living w/ cancer to live better & longer. RIGHT NOW, that means fighting for pp w/ cancer to get #COVIDvaccine. None of the cancer science progress will have mattered if COVID kills us. We're high risk even if <65!
1/1	I AM getting the vaccine today - gladly. Anyone who refuses it is a fool.
0/-1	I DEFINITELY DONT WANT PFIZER'S VACCINE. I'LL WAIT A BIT ....
0/0	I READ THE LAB STUDY THEY ARE NOT TELLING YOU..DON'T TAKE IT! ABSOLUTELY NOT. I READ THE LAB STUDIES. THIS IS A DRUG, THERE IS TREATMENTS FOR COVID. WHY WOULD I PUT THE CRAP THAT IS IN THE COVID19 DRUG THAT is HAZARDOUS TO MY HEALTH. THERE IS A 99.6 SURVIVAL RATE FROM COVID, AND MANY BAD SIDEFFECTS, IT PERHAPS LIFE LONG, AND DEATHS FROM THIS SO-CALLED DRUG! IT CAN CAUSE YOUR NUREO TUBE TO SWELL, THINK ABOUT THAT.
1/1	I REALLY HATE THAT I HAVE TO WAIT UNTIL THE SUMMER TO GET IT!!!!!
0/-1	I REALLY appreciate that Dr. Yasmin made the distinction between Anti-Vaxers and Vaccine-Hesitant. Ostracizing and mocking people hesitant to take a vaccine that was developed in an insanely short period of time is counterproductive. I think it is reasonable for people to want more evidence than they might usually require for such a vaccine.
0/1	I THINK ITS A SAFE BET THE VACCINE SAFEGUARDS AGAINST NEW STRAIN AND DOES ABSOLUTELY NOTHING FOR THE ORIGINAL STRAIN!
0/-1	I Trust no one , not even my shadow
0/0	I WILL NEVER GET A VACCINE!!!
0/0/0/0/0/0/0/0/0/0/0/0/0/0	I WILL NEVER GET THIS VACCINE ! It needs more time to develope !!!!!!!!!!!!
0/0	I WILL NEVER GET THIS VACCINE! It needs more time to develope !
0/0	I WILL NOT GET THE SHOT
0/0	I WOULD RATHER LIVE ON A CYBER DUMP THAN TAKE THIS
1/1	I absolutely love this race in the scie clinic world. But I an hopeful this movement opens more pathways to other viral treatments. Like hiv or flu
1/1	I actually wouldn’t mind doing this, I’m already going to be exposed to the virus in school so why not get infected willfully in a controlled environment?
1/1	I agree - every person who gets the vaccination is another break in the chain of contagion.
1/1	I agree about taking the vaccine, because the alternative is to get covid.
1/1	I agree. Let's get them done. We have the vaccines available to get all nurses and all teachers done.
0/0	I agree. Usually clinical trials take at least 9 years to gather robust safety data (observation for side effects) in a variety of various patient groups (elderly, children, pregnant women, patients with specific health conditions, etc.), but this vaccine as been rushed through by the health authorities and granted marketing authorisation (permission to be administered to patients) at such a breakneck speed, it is of a grave concern. That is why we do not need a similar situation as was seen in thalidomide.
0/0	I ain't getting it. Its not tested.
0/0	I ain't gonna take any vaccine!
0/0	I ain't taking no vaccine
0/0/0/0/0/0/0/0/0/0	I ain't taking that vaccine even if it cost me my job
1/1	I almost died of flu 7 years ago. Believe me I'll take whatever side effects may possibly happen vs going through what I went through.
1	I almost forgot about how much I loved meeting random weird groups of people while going out w/ my friends, always ending up at some random taco shop (or Denny’s) at the end. Swapping Snapchat’s and never seeing them again. I feel like I took it all for granted but those times are coming back soon enough!!
0/0	I already had a positive covid test and know how my body reacts to the infection and it wasn't bad! Who needs a vaccine?
0/0	I already have a perfect designed immune system so I pass. I've never heard of a single person since the virus was discovered talked about good nutrition to prevent a disease. Vaccines has done more harm than good that's the truth.
0/0	I already know that I will never get one because I would like to die a natural death....
1/0	I already mentioned they had to genetically engineer the vaccine to save time. The old way of making a vaccine takes too long, and liberals along with their friends in the mainstream media wanted a vaccine ASAP and were pushing for it, but believed the Trump administration could not make it as fast as claimed, and President Trump is the type of guy that loves to prove people wrong. In fact the vaccine would not have been able to be made so fast if the Trump administration did not remove the regulations that would have slowed down the process. Trump was originally pushing for Therapeutic drugs. Remember whatever Trump is for liberals go against, and change the narrative. They made people think there were no alternatives to treating the virus, and vaccine was the only hope meaning the drugs the Trump administration approved were working. Problem is they made it difficult for doctors to prescribe them, and recommended for emergency use only for the general public.
1/0	I already told my doctor the second they have one for me I want one lol
1/1	I also can’t wait to get the vaccine I currently have COVID and it sucks and I missed Christmas one thing about working in retail you can possibly get COVID
1/1	I also got the vaccine, Moderna, and 5 days after I felt some inflammation in my axillary lymph nodes.
1/1/1	I also heard a lot of "I'll let other people take it first to see how it goes" turn into I want to get it asap. So far so good
1/1	I also plan on getting the vaccine as soon as I am eligible to do so. Stay Safe
0/0	I always reacted to the flu vaccines, I am not getting the vaccine. I would rather get Covid
1/1	I am 100% pro vaccine though! ~ I would rather deal with a day or two of minor side effects then have to go through covid and possibly have long term issues from it! (also I had no side effects after the first dose, so I was very lucky, this time not so much)
1	I am 100% pro vax. But tbf the percentage of the population, especially boomers, that is on multiple daily drugs is insane and makes me question the medical industry.
1/1/1/1	I am 100% taking it
1/1/1/1	I am 100% taking it 💗
1/1	I am 100% taking it.
1/1	I am 100% taking the vaccine
0/0	I am 24 and healthy going to wait to take it in case there are long term problems
